original,modified,Value
shivas,shiva,1
cults,cult,1
services,service,1
pullers,puller,1
sims,sim,1
chicks,chick,1
deals,deal,1
metallics,metallic,1
conditions,condition,1
kicks,kick,1
positions,position,1
garlands,garland,1
arts,art,1
knifes,knife,1
suites,suite,1
tagines,tagine,1
bargains,bargain,1
pyramids,pyramid,1
ones,one,1
fosters,foster,1
chinos,chino,1
kuts,kut,1
cpss,cps,1
desserts,dessert,1
hates,hate,1
says,say,1
benches,benche,1
hdtvs,hdtv,1
sheets,sheet,1
modes,mode,1
livers,liver,1
doves,dove,1
hersheys,hershey,1
ronnies,ronnie,1
does,doe,1
frocks,frock,1
flouts,flout,1
natures,nature,1
agents,agent,1
wills,will,1
shams,sham,1
marks,mark,1
resources,resource,1
tricks,trick,1
attractives,attractive,1
stainlesss,stainless,1
steves,steve,1
growers,grower,1
watts,watt,1
villans,villan,1
woks,wok,1
gardens,garden,1
togs,tog,1
sabers,saber,1
taps,tap,1
imports,import,1
organizes,organize,1
shirts,shirt,1
quillings,quilling,1
webs,web,1
kansas,kansa,1
bulldogs,bulldog,1
spaghettis,spaghetti,1
mirrors,mirror,1
easies,easy,1
drums,drum,1
specks,speck,1
jugs,jug,1
couplers,coupler,1
gingers,ginger,1
svhs,svh,1
technics,technic,1
stickers,sticker,1
edges,edge,1
cellphones,cellphone,1
constellations,constellation,1
constellations,constellation,1
choppers,chopper,1
foodies,foodie,1
dampeners,dampener,1
idiots,idiot,1
debts,debt,1
grains,grain,1
heros,hero,1
whisks,whisk,1
pairs,pair,1
foggers,fogger,1
haans,haan,1
weights,weight,1
notations,notation,1
charges,charge,1
cuffs,cuff,1
winds,wind,1
rangers,ranger,1
smugglers,smuggler,1
tatoos,tatoo,1
charms,charm,1
snuggles,snuggle,1
pesticides,pesticide,1
challangers,challanger,1
omelettes,omelette,1
fixtures,fixture,1
noiselesss,noiseless,1
reactors,reactor,1
holds,hold,1
spiders,spider,1
deos,deo,1
capris,capri,1
sieves,sieve,1
tubelights,tubelight,1
hastings,hasting,1
rows,row,1
hikes,hike,1
manipulates,manipulate,1
radios,radio,1
faces,face,1
pipes,pipe,1
hygenics,hygenic,1
levers,lever,1
clocks,clock,1
zippers,zipper,1
megapixels,megapixel,1
doormats,doormat,1
bottles,bottle,1
casseroles,casserole,1
sarees,saree,1
prwcs,prwc,1
swords,sword,1
benders,bender,1
sleepsuits,sleepsuit,1
hannas,hanna,1
ripples,ripple,1
inches,inche,1
drawers,drawer,1
wasps,wasp,1
floorings,flooring,1
boobs,boob,3
gras,gra,1
rookies,rookie,1
woodlands,woodland,1
needles,needle,1
fittings,fitting,1
falls,fall,1
parachutes,parachute,1
animes,anime,1
princes,prince,1
mates,mate,1
inserts,insert,1
cubicals,cubical,1
munchkins,munchkin,1
customers,customer,1
watchers,watcher,1
orchids,orchid,1
infographics,infographic,1
carvers,carver,1
shows,show,1
flipflops,flipflop,1
vass,vas,1
gemstones,gemstone,1
cages,cage,1
fasions,fasion,1
orientals,oriental,1
sours,sour,1
pendrives,pendrive,1
starts,start,1
ledos,ledo,1
tubs,tub,1
lacers,lacer,1
leggings,legging,1
minerals,mineral,1
momos,momo,1
blades,blade,1
cloves,clove,1
tissues,tissue,1
supplements,supplement,1
clips,clip,1
ganeshas,ganesha,1
flies,flie,1
systems,system,1
hasts,hast,1
trackpants,trackpant,1
stages,stage,1
velos,velo,1
pens,pen,1
aromas,aroma,1
tubes,tube,1
themes,theme,1
essentials,essential,1
banks,bank,1
scenes,scene,1
cones,cone,1
cushions,cushion,1
dominos,domino,1
looks,look,1
avis,avi,1
sparrows,sparrow,1
coins,coin,1
tells,tell,1
risks,risk,1
gliders,glider,1
dippers,dipper,1
dusters,duster,1
turfs,turf,1
plates,plate,1
rubiks,rubik,1
lids,lid,1
flavours,flavour,1
bicycles,bicycle,1
nightshirts,nightshirt,1
orcas,orca,1
frills,frill,1
shoulders,shoulder,1
sizes,size,1
gumballs,gumball,1
balloons,balloon,1
cookies,cookie,1
bulkheads,bulkhead,1
directions,direction,1
delights,delight,1
startups,startup,1
ipods,ipod,1
functions,function,1
sleeves,sleeve,1
apricots,apricot,1
amps,amp,1
almonds,almond,1
signals,signal,1
foods,food,1
translucents,translucent,1
lucas,luca,1
coasters,coaster,1
skins,skin,1
liners,liner,1
obsessions,obsession,1
ears,ear,1
wears,wear,1
lanterns,lantern,1
waters,water,1
accidents,accident,1
flops,flop,1
nipples,nipple,1
sinis,sini,1
crawlers,crawler,1
froths,froth,1
curls,curl,1
pillars,pillar,1
craters,crater,1
matthews,matthew,1
pears,pear,1
chiclets,chiclet,1
dispensers,dispenser,1
points,point,1
revolutions,revolution,1
ferns,fern,1
tejas,teja,1
tribes,tribe,1
motors,motor,1
warlis,warli,1
images,image,1
outs,out,1
scares,scare,1
bottoms,bottom,1
ques,que,1
rails,rail,1
mips,mip,1
ethnics,ethnic,1
tups,tup,1
walls,wall,1
pourers,pourer,1
calculations,calculation,1
numbers,number,1
ipods,ipod,1
forces,force,1
walts,walt,1
polkas,polka,1
showers,shower,1
pendents,pendent,1
illuminations,illumination,1
choclates,choclate,1
cheks,chek,1
kams,kam,1
dancers,dancer,1
encasements,encasement,1
swallows,swallow,1
sausages,sausage,1
multipurposes,multipurpose,1
types,type,1
salts,salt,1
babes,babe,1
bulls,bull,1
buddhas,buddha,1
rhymes,rhyme,1
footies,footie,1
nuggets,nugget,1
aces,ace,1
halloweens,halloween,1
scans,scan,1
diverters,diverter,1
moccs,mocc,1
bhattus,bhattu,1
panes,pane,1
maidens,maiden,1
masters,master,1
avengers,avenger,1
carpets,carpet,1
styluss,stylus,1
deers,deer,1
ddns,ddn,1
ruffles,ruffle,1
satellites,satellite,1
rooms,room,1
fibres,fibre,1
maters,mater,1
chairs,chair,1
clamps,clamp,1
dryfruits,dryfruit,1
headwraps,headwrap,1
colors,color,1
consquares,consquare,1
snips,snip,1
excuses,excuse,1
yonkers,yonker,1
cocoons,cocoon,1
artifacts,artifact,1
pegs,peg,1
forms,form,1
fabrics,fabric,1
dots,dot,1
strokes,stroke,1
pads,pad,1
durriess,durries,1
projectors,projector,1
brownies,brownie,1
angles,angle,1
farms,farm,1
teabags,teabag,1
emes,eme,1
himalayas,himalaya,1
pearls,pearl,1
stipes,stipe,1
cabs,cab,1
drops,drop,1
glasss,glass,1
banks,bank,1
angrybirds,angrybird,1
liters,liter,1
papers,paper,1
flats,flat,1
legs,leg,1
antioxidants,antioxidant,1
roses,rose,1
stars,star,1
shops,shop,1
sippers,sipper,1
mass,mas,1
veggies,veggie,1
saints,saint,1
riddhis,riddhi,1
accounts,account,1
nailers,nailer,1
hoodiess,hoodies,1
idlis,idli,1
angles,angle,1
infants,infant,1
goals,goal,1
railings,railing,1
boots,boot,1
does,doe,1
cups,cup,1
users,user,1
hydroponics,hydroponic,1
rhodes,rhode,1
headlamps,headlamp,1
capsleeves,capsleeve,1
minis,mini,1
forests,forest,1
nachos,nacho,1
structures,structure,1
dimonds,dimond,1
fits,fit,1
areas,area,1
imas,ima,1
mocassins,mocassin,1
breads,bread,1
mets,met,1
rules,rule,1
antics,antic,1
sashas,sasha,1
mines,mine,1
jars,jar,1
tails,tail,1
mathews,mathew,1
invitations,invitation,1
wines,wine,1
manhunters,manhunter,1
ducks,duck,1
pipes,pipe,1
players,player,1
calves,calve,1
buttons,button,1
wizards,wizard,1
logans,logan,1
sofas,sofa,1
williams,william,1
whats,what,1
mothers,mother,1
truths,truth,1
notebooks,notebook,1
kiss,kiss,3
grass,gras,1
lords,lord,1
steps,step,1
naps,nap,1
cracks,crack,1
bows,bow,1
zips,zip,1
zebronics,zebronic,1
molds,mold,1
bermudas,bermuda,1
raymonds,raymond,1
downs,down,1
tassles,tassle,1
thinks,think,1
vibes,vibe,1
spekers,speker,1
loafers,loafer,1
laces,lace,1
bellys,belly,1
visions,vision,1
multiples,multiple,1
labs,lab,1
hearts,heart,1
necks,neck,1
purifiers,purifier,1
bruts,brut,1
parabens,paraben,1
hips,hip,1
buffers,buffer,1
rosettes,rosette,1
kools,kool,1
cates,cate,1
sarees,saree,1
sarees,saree,1
paws,paw,1
handgrips,handgrip,1
tunis,tuni,1
tracks,track,1
glares,glare,1
griffins,griffin,1
pedals,pedal,1
forks,fork,1
mirrorless,mirrorles,1
nycs,nyc,1
bluestripes,bluestripe,1
pockets,pocket,1
cabinates,cabinate,1
armlets,armlet,1
sinks,sink,1
studs,stud,1
connectors,connector,1
drugs,drug,1
pellets,pellet,1
cues,cue,1
wallstickers,wallsticker,1
pods,pod,1
props,prop,1
packets,packet,1
winkles,winkle,1
artos,arto,1
loudspeakers,loudspeaker,1
lowers,lower,1
superbikes,superbike,1
curses,curse,1
chairs,chair,1
fairness,fairnes,1
vibrations,vibration,1
hoops,hoop,1
vardhmans,vardhman,1
divers,diver,1
timbers,timber,1
chemicals,chemical,1
glades,glade,1
handicrafts,handicraft,1
ferrites,ferrite,1
isolators,isolator,1
sams,sam,1
miniatures,miniature,1
colorways,colorway,1
mommas,momma,1
chos,cho,1
athletes,athlete,1
pups,pup,1
loops,loop,1
automobiles,automobile,1
chops,chop,1
tradelinks,tradelink,1
extractors,extractor,1
cupcakes,cupcake,1
drinks,drink,1
leggingss,legging,1
bits,bit,1
sanitations,sanitation,1
sailors,sailor,1
overalls,overall,1
durries,durrie,1
succulents,succulent,1
tronics,tronic,1
pins,pin,1
playards,playard,1
chairs,chair,1
chudas,chuda,1
ohms,ohm,1
watkins,watkin,1
mores,more,1
volumes,volume,1
alikes,alike,1
bedsheets,bedsheet,1
luis,lui,1
highlights,highlight,1
photos,photo,1
armrests,armrest,1
pables,pable,1
kalas,kala,1
fans,fan,1
chappals,chappal,1
bongos,bongo,1
leads,lead,1
stss,sts,1
fourths,fourth,1
sweatshirts,sweatshirt,1
meetings,meeting,1
shirtings,shirting,1
attractions,attraction,1
divas,diva,1
scrubs,scrub,1
poles,pole,1
joans,joan,1
illustrations,illustration,1
hammocks,hammock,1
thalis,thali,1
vocals,vocal,1
planes,plane,1
stadiums,stadium,1
corners,corner,1
paychecks,paycheck,1
pales,pale,1
comes,come,1
kisss,kiss,1
lilys,lily,1
atheletics,atheletic,1
builders,builder,1
tangles,tangle,1
raindrops,raindrop,1
parallels,parallel,1
beadworks,beadwork,1
sdhs,sdh,1
marks,mark,1
beverages,beverage,1
dslrs,dslr,1
mcbs,mcb,1
skirts,skirt,1
calories,calorie,1
watts,watt,1
addons,addon,1
briefs,brief,1
hours,hour,1
perfumes,perfume,1
chews,chew,1
motivations,motivation,1
homes,home,1
oats,oat,1
florettes,florette,1
peters,peter,1
litres,litre,1
drawers,drawer,1
grips,grip,1
formers,former,1
mosquitos,mosquito,1
ltrs,ltr,1
seconds,second,1
mantras,mantra,1
exess,exes,1
videos,video,1
lengths,length,1
collections,collection,1
indos,indo,1
ultimates,ultimate,1
badgers,badger,1
kumars,kumar,1
caicos,caico,1
caress,cares,1
brackets,bracket,1
duos,duo,1
wires,wire,1
highlands,highland,1
mowers,mower,1
teds,ted,1
headphons,headphon,1
tangas,tanga,1
microphones,microphone,1
chisels,chisel,1
nelsons,nelson,1
candles,candle,1
balls,ball,1
gators,gator,1
tools,tool,1
unicorns,unicorn,1
shoulders,shoulder,1
lucks,luck,1
hoses,hose,1
cmps,cmp,1
efforts,effort,1
paes,pae,1
managers,manager,1
fountains,fountain,1
toerings,toering,1
stones,stone,1
belongs,belong,1
pots,pot,1
westwoods,westwood,1
organizers,organizer,1
zones,zone,1
cools,cool,1
collects,collect,1
orbits,orbit,1
tickets,ticket,1
bootis,booti,1
gals,gal,1
stallions,stallion,1
hats,hat,1
vethas,vetha,1
woollens,woollen,1
tunics,tunic,1
borders,border,1
shuttlecocks,shuttlecock,1
canteens,canteen,1
writers,writer,1
greetings,greeting,1
inlays,inlay,1
expendables,expendable,1
hers,her,1
meters,meter,1
applications,application,1
kabas,kaba,1
brushes,brushe,1
shades,shade,1
umbrellas,umbrella,1
shades,shade,1
shots,shot,1
adapters,adapter,1
bees,bee,1
capries,capri,3
readers,reader,1
buss,bus,1
mallets,mallet,1
getters,getter,1
grooves,groove,1
shifters,shifter,1
kingfishers,kingfisher,1
machines,machine,1
controls,control,1
recliners,recliner,1
enterprises,enterprise,1
peices,peice,1
months,month,1
stephens,stephen,1
terrains,terrain,1
steppers,stepper,1
taos,tao,1
speaks,speak,1
achievers,achiever,1
ampss,amps,1
cents,cent,1
converts,convert,1
definations,defination,1
wristbands,wristband,1
ladles,ladle,1
mocas,moca,1
lipsticks,lipstick,1
briefss,briefs,1
parents,parent,1
scooters,scooter,1
mics,mic,1
options,option,1
icicles,icicle,1
sports,sport,1
buttercups,buttercup,1
rugs,rug,1
purifiers,purifier,1
jetsons,jetson,1
farms,farm,1
probes,probe,1
freebies,freebie,1
criss,cris,1
yess,yes,1
boilers,boiler,1
females,female,1
solids,solid,1
looks,look,1
handycams,handycam,1
phos,pho,1
cleaners,cleaner,1
iphones,iphone,1
hawkeyes,hawkeye,1
lalas,lala,1
remembers,remember,1
rugs,rug,1
registers,register,1
mountains,mountain,1
elephants,elephant,1
clubs,club,1
biceps,bicep,1
cutters,cutter,1
materials,material,1
infants,infant,1
electronics,electronic,1
months,month,1
tunes,tune,1
bananas,banana,1
hazelnuts,hazelnut,1
tyres,tyre,1
levelers,leveler,1
flags,flag,1
daredevils,daredevil,1
periwinkles,periwinkle,1
filters,filter,1
drivings,driving,1
skyscrapers,skyscraper,1
chalks,chalk,1
katniss,katnis,1
apples,apple,1
flipcovers,flipcover,1
origins,origin,1
sprouts,sprout,1
collectibles,collectible,1
crus,cru,1
weekends,weekend,1
sherwanis,sherwani,1
tracks,track,1
transcends,transcend,1
magicians,magician,1
tables,table,1
quarts,quart,1
bits,bit,1
herbals,herbal,1
geysers,geyser,1
washers,washer,1
myles,myle,1
wrappers,wrapper,1
controls,control,1
kolhapuris,kolhapuri,1
bedsheets,bedsheet,1
bowls,bowl,1
monks,monk,1
walks,walk,1
spreaders,spreader,1
loguss,logus,1
goodbyes,goodbye,1
isis,isi,1
insulations,insulation,1
finals,final,1
blues,blue,1
towers,tower,1
waffles,waffle,1
payments,payment,1
towers,tower,1
touchscreens,touchscreen,1
papers,paper,1
readers,reader,1
dupattas,dupatta,1
multicolors,multicolor,1
nexsus,nexsu,1
strollers,stroller,1
petals,petal,1
creators,creator,1
mars,mar,1
graphs,graph,1
turks,turk,1
falaks,falak,1
jars,jar,1
projectors,projector,1
sulfates,sulfate,1
colanders,colander,1
toasters,toaster,1
fireworks,firework,1
degrees,degree,1
wallhooks,wallhook,1
spanners,spanner,1
mdms,mdm,1
screens,screen,1
contents,content,1
hedgecutters,hedgecutter,1
engineers,engineer,1
fields,field,1
items,item,1
shes,she,1
papers,paper,1
midgets,midget,1
ninos,nino,1
kittens,kitten,1
beers,beer,1
messengers,messenger,1
sons,son,1
womans,woman,1
blairs,blair,1
buns,bun,1
palmers,palmer,1
hdss,hds,1
tumblers,tumbler,1
mirrors,mirror,1
cabinets,cabinet,1
mangalsutras,mangalsutra,1
prints,print,1
skirts,skirt,1
rollers,roller,1
rivers,river,1
kapurs,kapur,1
forms,form,1
gotas,gota,1
vials,vial,1
schools,school,1
posts,post,1
coopers,cooper,1
manures,manure,1
ounces,ounce,1
bakers,baker,1
bags,bag,1
greenways,greenway,1
tropics,tropic,1
threads,thread,1
totals,total,1
thirds,third,1
cookies,cookie,1
palazzos,palazzo,1
kaftans,kaftan,1
takes,take,1
clowns,clown,1
snorkels,snorkel,1
quarks,quark,1
dias,dia,1
occasions,occasion,1
astronauts,astronaut,1
artefacts,artefact,1
bowens,bowen,1
borns,born,1
medallions,medallion,1
springs,spring,1
opens,open,1
crepes,crepe,1
khakras,khakra,1
knives,knive,1
keys,key,1
deodorants,deodorant,1
frills,frill,1
statues,statue,1
desserts,dessert,1
words,word,1
cymbals,cymbal,1
cannons,cannon,1
sorbets,sorbet,1
boots,boot,1
markings,marking,1
caravans,caravan,1
lunatics,lunatic,1
astros,astro,1
ghunghroos,ghunghroo,1
accessories,accessory,3
drills,drill,1
penguins,penguin,1
survivals,survival,1
steaks,steak,1
minds,mind,1
arms,arm,1
fonds,fond,1
records,record,1
winds,wind,1
pigs,pig,1
ponds,pond,1
papillons,papillon,1
grapes,grape,1
initiatives,initiative,1
navyas,navya,1
tissues,tissue,1
utensils,utensil,1
superkings,superking,1
pinstripes,pinstripe,1
rams,ram,1
tees,tee,1
hoods,hood,1
movements,movement,1
billiards,billiard,1
jaguars,jaguar,1
shrugs,shrug,1
roommates,roommate,1
optics,optic,1
fasteners,fastener,1
mats,mat,1
staplers,stapler,1
lynns,lynn,1
adventures,adventure,1
pendants,pendant,1
aluminums,aluminum,1
moons,moon,1
lords,lord,1
forbes,forbe,1
brewers,brewer,1
racers,racer,1
speeds,speed,1
shelfs,shelf,1
influences,influence,1
shakers,shaker,1
anos,ano,1
onesies,onesie,1
collars,collar,1
smileys,smiley,1
yoursecrets,yoursecret,1
arcs,arc,1
riders,rider,1
styles,style,1
neons,neon,1
suns,sun,1
cartridges,cartridge,1
giants,giant,1
scrolls,scroll,1
wipes,wipe,1
lemons,lemon,1
teens,teen,1
altros,altro,1
sleepers,sleeper,1
tackers,tacker,1
orders,order,1
diseases,disease,1
litres,litre,1
seaters,seater,1
shawls,shawl,1
kapoors,kapoor,1
bars,bar,1
boys,boy,1
mugs,mug,1
theaters,theater,1
nightwears,nightwear,1
stereos,stereo,1
spikes,spike,1
marts,mart,1
shortbreads,shortbread,1
msfs,msf,1
womans,woman,1
aviators,aviator,1
huggies,huggie,1
joes,joe,1
vivids,vivid,1
corgis,corgi,1
homes,home,1
islands,island,1
cenas,cena,1
pansonics,pansonic,1
offices,office,1
throws,throw,1
transmitters,transmitter,1
snipers,sniper,1
puzzzles,puzzzle,1
paijamas,paijama,1
futures,future,1
stainless,stainles,1
vegetables,vegetable,1
discuss,discus,1
waggers,wagger,1
beards,beard,1
mits,mit,1
stones,stone,1
nauticals,nautical,1
browns,brown,1
roomstylers,roomstyler,1
carpets,carpet,1
fittings,fitting,1
monsters,monster,1
mazes,maze,1
saturdays,saturday,1
teasers,teaser,1
peels,peel,1
games,game,1
mounts,mount,1
swimmers,swimmer,1
cashewnuts,cashewnut,1
handicarfts,handicarft,1
cuttings,cutting,1
murphys,murphy,1
handis,handi,1
ruffles,ruffle,1
hurts,hurt,1
dues,due,1
handles,handle,1
eyebrows,eyebrow,1
alas,ala,1
incarnations,incarnation,1
offers,offer,1
bests,best,1
maries,marie,1
compartments,compartment,1
grates,grate,1
oceans,ocean,1
stoppers,stopper,1
emoticons,emoticon,1
botanicals,botanical,1
fires,fire,1
frances,france,1
sarees,saree,1
pomegranates,pomegranate,1
slippers,slipper,1
mites,mite,1
abigails,abigail,1
backdrops,backdrop,1
buds,bud,1
sportsmans,sportsman,1
decorations,decoration,1
hollows,hollow,1
russ,rus,1
wheelers,wheeler,1
vogels,vogel,1
measures,measure,1
inspires,inspire,1
dishers,disher,1
doos,doo,1
pass,pas,1
dimples,dimple,1
nbrs,nbr,1
attacks,attack,1
tinkles,tinkle,1
beeds,beed,1
boards,board,1
mistakes,mistake,1
buildings,building,1
eggs,egg,1
rhinestones,rhinestone,1
tables,table,1
stips,stip,1
moods,mood,1
unions,union,1
womens,women,1
girlfriends,girlfriend,1
files,file,1
deals,deal,1
galaxys,galaxy,1
vegetables,vegetable,1
phases,phase,1
octaves,octave,1
moments,moment,1
minnions,minnion,1
medis,medi,1
hotpots,hotpot,1
pareos,pareo,1
conditioners,conditioner,1
microns,micron,1
jeanes,jeane,1
goals,goal,1
surroundings,surrounding,1
belts,belt,1
chambrays,chambray,1
swans,swan,1
periods,period,1
units,unit,1
investors,investor,1
smalls,small,1
sdcfhs,sdcfh,1
splinters,splinter,1
diaphragms,diaphragm,1
adaas,adaa,1
petits,petit,1
violets,violet,1
texs,tex,1
spoons,spoon,1
airwaves,airwave,1
sets,set,1
strings,string,1
rubbers,rubber,1
musicians,musician,1
shellys,shelly,1
rats,rat,1
diamonds,diamond,1
greens,green,1
greens,green,1
covers,cover,1
asus,asu,1
mcstuffins,mcstuffin,1
drags,drag,1
gprs,gpr,1
buttis,butti,1
miracles,miracle,1
packs,pack,1
nibs,nib,1
nodes,node,1
drinkers,drinker,1
beds,bed,1
pops,pop,1
cars,car,1
lentils,lentil,1
mbgs,mbg,1
toners,toner,1
laddles,laddle,1
razorbacks,razorback,1
conversations,conversation,1
colurs,colur,1
silkys,silky,1
says,say,1
kamals,kamal,1
fuses,fuse,1
tees,tee,1
hearts,heart,1
balms,balm,1
drives,drive,1
pdas,pda,1
lans,lan,1
fashions,fashion,1
flames,flame,1
students,student,1
listens,listen,1
carrots,carrot,1
sultans,sultan,1
fillers,filler,1
losers,loser,1
starwars,starwar,1
bambinos,bambino,1
tools,tool,1
balls,ball,1
stools,stool,1
tshirts,tshirt,1
occasions,occasion,1
vers,ver,1
qubes,qube,1
prisoners,prisoner,1
booths,booth,1
agarbattis,agarbatti,1
movies,movie,1
programmers,programmer,1
polkadots,polkadot,1
lasers,laser,1
finishers,finisher,1
salwars,salwar,1
miisports,miisport,1
entrepreneurs,entrepreneur,1
buckets,bucket,1
beads,bead,1
mettalics,mettalic,1
smartphones,smartphone,1
shavers,shaver,1
summerpalazzos,summerpalazzo,1
peaks,peak,1
capes,cape,1
sparks,spark,1
welcomes,welcome,1
kaffs,kaff,1
nestables,nestable,1
moulds,mould,1
ants,ant,1
yokes,yoke,1
milliliters,milliliter,1
hanks,hank,1
grinders,grinder,1
dreams,dream,1
sdssdxps,sdssdxp,1
furnitures,furniture,1
scotts,scott,1
gifts,gift,1
holders,holder,1
bross,bros,1
olds,old,1
ranas,rana,1
pullovers,pullover,1
jokes,joke,1
kokeshis,kokeshi,1
ropes,rope,1
figos,figo,1
dices,dice,1
flowers,flower,1
pillowcases,pillowcase,1
limes,lime,1
leds,led,1
cables,cable,1
bobs,bob,1
pikas,pika,1
edges,edge,1
mounts,mount,1
charges,charge,1
lumens,lumen,1
kreations,kreation,1
eros,ero,1
dreams,dream,1
trends,trend,1
vanitas,vanita,1
pipings,piping,1
clauss,claus,1
coils,coil,1
hints,hint,1
swimples,swimple,1
guys,guy,1
artichokes,artichoke,1
invaders,invader,1
sans,san,1
italos,italo,1
shakes,shake,1
headpones,headpone,1
mommys,mommy,1
orthotics,orthotic,1
gathers,gather,1
sandos,sando,1
leaves,leave,1
peacocks,peacock,1
scissors,scissor,1
brites,brite,1
lsps,lsp,1
heaters,heater,1
ballerinas,ballerina,1
points,point,1
phillips,phillip,1
bullets,bullet,1
watts,watt,1
figurals,figural,1
disks,disk,1
pugs,pug,1
persies,persie,1
dungeons,dungeon,1
